ilce_adi;mahalle_adi;mahalle_koy_uavt;cok_agir_hasarli_bina_sayisi;agir_hasarli_bina_sayisi;orta_hasarli_bina_sayisi;hafif_hasarli_bina_sayisi;can_kaybi_sayisi;agir_yarali_sayisi;hastanede_tedavi_sayisi;hafif_yarali_sayisi;dogalgaz_boru_hasari;icme_suyu_boru_hasari;atik_su_boru_hasari;gecici_barinma
ÇATALCA;AYDINLAR;191783;0;1;9;39;0;0;0;0;0;0;0;249
ÇATALCA;BAHŞAYİŞ;40902;0;3;15;37;0;0;0;0;0;0;0;5
ÇATALCA;BAŞAK;191821;0;0;5;19;0;0;0;0;0;0;0;186
ÇATALCA;BELGRAT;191823;0;0;5;20;0;0;0;0;0;0;0;19
ÇATALCA;CELEPKÖY;191825;0;0;3;12;0;0;0;0;0;0;0;12
ÇATALCA;ÇAKIL;40899;10;47;218;397;0;0;2;4;1;1;2;8
ÇATALCA;ÇANAKÇA;191785;1;7;46;142;0;0;0;1;0;0;0;47
ÇATALCA;ÇİFTLİKKÖY;40917;0;2;17;67;0;0;0;0;0;0;0;63
ÇATALCA;DAĞYENİCE;191787;1;3;15;45;0;0;0;0;0;0;0;8
ÇATALCA;ELBASAN;191789;2;9;48;100;0;0;0;0;0;0;1;0
ÇATALCA;FATİH;40904;0;1;9;41;0;0;0;0;0;0;0;42
ÇATALCA;FERHATPAŞA;40897;8;40;225;550;3;1;15;38;1;1;2;3
ÇATALCA;GÖKÇEALİ;191791;1;6;40;109;0;0;0;1;0;0;0;74
ÇATALCA;GÜMÜŞPINAR;191793;0;1;8;31;0;0;0;0;0;0;0;3
ÇATALCA;HALLAÇLI;191795;3;8;37;98;0;0;0;1;0;0;1;48
ÇATALCA;HİSARBEYLİ;191827;0;0;3;13;0;0;0;0;0;0;0;50
ÇATALCA;İHSANİYE;191797;2;8;37;102;0;0;0;1;0;0;0;59
ÇATALCA;İNCEĞİZ;191799;1;7;42;108;0;0;0;0;0;1;0;72
ÇATALCA;İZZETTİN;40900;1;7;56;150;0;0;0;0;0;1;1;88
ÇATALCA;KABAKÇA;191801;5;17;76;193;0;0;0;1;0;0;1;16
ÇATALCA;KALEİÇİ;40898;9;42;213;436;1;1;6;15;1;1;2;232
ÇATALCA;KALFA;191803;0;1;11;39;0;0;0;0;0;0;0;16
ÇATALCA;KARACAKÖY MERKEZ;40916;0;2;27;98;0;0;0;0;0;0;1;13
ÇATALCA;KARAMANDERE;191829;0;1;7;27;0;0;0;0;0;0;0;18
ÇATALCA;KESTANELİK;191805;1;6;41;118;0;0;1;1;0;0;0;12
ÇATALCA;KIZILCAALİ;191807;0;1;8;26;0;0;0;0;0;0;0;33
ÇATALCA;MURATBEY MERKEZ;40905;1;13;80;157;0;0;0;1;0;1;1;6
ÇATALCA;NAKKAŞ;40909;2;8;39;100;0;0;0;0;0;0;0;50
ÇATALCA;OKLALI;191809;1;3;22;63;0;0;0;0;0;0;0;16
ÇATALCA;ORMANLI;191831;0;1;13;48;0;0;0;0;0;0;0;69
ÇATALCA;OVAYENİCE;40901;11;39;159;261;0;0;1;2;1;1;1;1
ÇATALCA;ÖRCÜNLÜ;191811;0;2;18;56;0;0;0;0;0;0;0;4
ÇATALCA;ÖRENCİK;191813;0;1;11;43;0;0;0;0;0;0;0;7
ÇATALCA;SUBAŞI;191815;2;8;47;130;0;0;0;0;0;0;0;88
ÇATALCA;YALIKÖY;191833;0;1;12;54;0;0;0;0;0;0;0;40
ÇATALCA;YAYLACIK;191817;0;0;0;2;0;0;0;0;0;0;0;6
ÇATALCA;YAZLIK;191819;0;0;6;22;0;0;0;0;0;0;0;25
ÇEKMEKÖY;ALEMDAĞ;40749;1;7;56;160;0;0;1;2;0;0;0;140
ÇEKMEKÖY;AYDINLAR;40766;1;5;53;191;0;0;1;10;0;0;1;296
ÇEKMEKÖY;CUMHURİYET;40769;1;4;39;139;0;0;2;7;0;0;0;296
ÇEKMEKÖY;ÇAMLIK;40753;0;2;25;145;0;0;1;7;0;0;0;233
ÇEKMEKÖY;ÇATALMEŞE;40750;1;8;63;193;0;0;1;4;0;0;0;184
ÇEKMEKÖY;EKŞİOĞLU;40751;1;7;59;171;0;0;1;4;0;0;0;180
ÇEKMEKÖY;GÜNGÖREN;40768;0;3;22;82;0;0;1;4;0;0;0;146
ÇEKMEKÖY;HAMİDİYE;40754;1;4;46;224;0;0;2;12;1;2;2;118
ÇEKMEKÖY;HÜSEYİNLİ;191993;1;3;22;67;0;0;0;0;0;0;0;355
ÇEKMEKÖY;KİRAZLIDERE;40770;0;2;21;87;0;0;1;4;0;0;0;22
ÇEKMEKÖY;KOÇULLU;191995;1;5;27;67;0;0;0;1;0;0;0;119
ÇEKMEKÖY;MEHMET AKİF;40755;1;7;66;310;0;0;3;19;0;0;1;42
ÇEKMEKÖY;MERKEZ;40756;1;13;113;364;0;0;0;8;0;0;1;455
ÇEKMEKÖY;MİMAR SİNAN;40757;1;7;70;251;0;0;2;12;0;0;0;459
ÇEKMEKÖY;NİŞANTEPE;40752;0;4;48;143;0;0;0;0;0;0;0;399
ÇEKMEKÖY;ÖMERLİ;40758;3;14;107;281;1;0;0;2;2;2;2;142
ÇEKMEKÖY;REŞADİYE;191997;0;6;58;169;0;0;0;0;0;0;0;0
ÇEKMEKÖY;SIRAPINAR;191999;1;3;25;70;0;0;0;0;0;0;0;121
ÇEKMEKÖY;SOĞUKPINAR;40767;0;3;28;95;0;0;0;3;0;0;0;60
ÇEKMEKÖY;SULTANÇİFTLİĞİ;40764;1;4;32;115;0;0;1;6;0;0;0;28
ÇEKMEKÖY;TAŞDELEN;40765;0;2;18;68;0;0;1;4;0;0;0;127
ESENLER;BİRLİK;40348;17;41;228;567;23;13;63;124;0;0;1;233
ESENLER;ÇİFTE HAVUZLAR;40340;12;23;68;88;11;8;29;51;0;0;1;119
ESENLER;DAVUTPAŞA;40342;28;57;226;387;37;20;96;174;1;1;2;1713
ESENLER;FATİH;40350;41;84;394;837;72;39;190;353;1;1;2;3725
ESENLER;FEVZİ ÇAKMAK;40345;32;62;263;544;62;34;162;295;0;1;1;2788
ESENLER;HAVAALANI;40354;15;40;224;588;20;11;55;111;0;0;1;1579
ESENLER;KAZIM KARABEKİR;40346;26;52;250;604;51;28;135;252;0;1;1;2463
ESENLER;KEMER;40352;31;64;270;519;42;23;111;205;1;1;2;1938
ESENLER;MENDERES;40347;35;64;266;576;70;39;184;334;0;0;1;2828
ESENLER;MİMAR SİNAN;40341;23;43;162;293;36;20;94;168;0;0;1;1342
ESENLER;NAMIK KEMAL;40344;27;54;199;328;33;19;87;157;1;1;2;1680
ESENLER;NENE HATUN;40343;49;90;367;735;102;55;267;480;1;0;1;4062
ESENLER;ORUÇREİS;40355;8;28;220;721;11;6;32;74;1;1;2;1249
ESENLER;TUNA;40351;32;74;365;775;47;26;125;238;0;0;1;2474
ESENLER;TURGUT REİS;40353;7;22;178;633;11;6;31;70;0;0;1;1206
ESENLER;YAVUZ SELİM;40349;8;15;59;107;10;5;26;47;0;0;0;348
ESENYURT;AKÇABURGAZ;40880;9;44;232;457;8;4;27;62;1;2;4;1166
ESENYURT;AKEVLER;181498;2;6;27;62;6;3;16;33;0;0;1;383
ESENYURT;AKŞEMSEDDİN;181504;11;34;131;194;12;7;33;63;0;0;1;644
ESENYURT;ARDIÇLI;40861;9;34;149;226;9;4;27;54;1;0;1;566
ESENYURT;AŞIK VEYSEL;181518;5;10;47;174;13;7;36;67;0;0;1;629
ESENYURT;ATATÜRK;40881;12;45;192;306;12;6;34;70;1;1;2;1078
ESENYURT;BAĞLARÇEŞME;40855;20;62;291;550;38;21;103;201;1;1;2;2579
ESENYURT;BALIKYOLU;181510;19;70;306;509;29;16;81;162;1;1;1;2456
ESENYURT;BARBAROS HAYRETTİN PAŞA;181488;5;14;47;141;26;13;69;126;1;1;1;1126
ESENYURT;BATTALGAZİ;181526;10;35;168;322;15;8;44;90;0;0;1;1295
ESENYURT;CUMHURİYET;40865;2;4;12;49;14;7;36;64;0;0;1;524
ESENYURT;ÇINAR;181514;14;45;224;448;26;14;72;145;0;0;1;2209
ESENYURT;ESENKENT;40862;5;18;96;197;8;3;21;42;0;0;1;637
ESENYURT;FATİH;40851;20;52;226;428;37;22;102;196;1;1;1;2269
ESENYURT;GÖKEVLER;181490;2;6;22;55;12;5;33;60;0;0;1;325
ESENYURT;GÜZELYURT;40895;9;24;114;241;19;9;53;102;1;1;2;1172
ESENYURT;HÜRRİYET;181482;17;59;248;424;28;16;82;163;1;1;2;2240
ESENYURT;İNCİRTEPE;40852;23;67;279;471;38;21;105;200;1;1;1;2478
ESENYURT;İNÖNÜ;40853;16;50;227;404;31;16;84;162;1;1;1;2201
ESENYURT;İSTİKLAL;40879;12;44;207;403;17;10;49;101;0;1;1;1349
ESENYURT;KOZA;181522;4;13;57;118;4;2;14;26;0;0;1;199
ESENYURT;MEHMET AKİF ERSOY;181494;7;23;114;251;23;12;65;129;0;1;1;1670
ESENYURT;MEHTERÇEŞME;40854;16;49;237;491;42;23;120;240;1;1;2;2813
ESENYURT;MEVLANA;181492;4;9;29;93;22;12;60;107;0;1;1;723
ESENYURT;NAMIK KEMAL;40856;33;77;289;452;40;22;109;201;1;1;2;2307
ESENYURT;NECİP FAZIL KISAKÜREK;181484;14;49;208;344;22;12;62;123;0;1;1;1687
ESENYURT;ORHAN GAZİ;40863;6;22;103;193;6;3;18;36;1;1;1;698
ESENYURT;OSMANGAZİ;181480;29;117;542;926;25;14;73;153;2;2;4;2628
ESENYURT;ÖRNEK;40857;16;53;246;429;22;12;61;122;0;0;1;1580
ESENYURT;PINAR;40864;24;73;341;649;47;27;130;255;1;1;2;3114
ESENYURT;PİRİ REİS;181486;2;6;24;78;13;7;35;65;0;0;1;542
ESENYURT;SAADETDERE;40858;33;78;297;476;45;25;120;223;1;1;2;2280
ESENYURT;SELAHADDİN EYYUBİ;181516;12;46;223;439;17;9;51;109;1;1;2;1765
ESENYURT;SULTANİYE;181508;11;31;145;285;22;12;61;118;0;0;1;1433
ESENYURT;SÜLEYMANİYE;181512;17;53;261;514;32;18;88;174;1;1;1;2401
ESENYURT;ŞEHİTLER;181524;11;42;196;350;17;9;48;97;0;0;1;1443
ESENYURT;TALATPAŞA;40859;16;51;238;460;34;18;93;184;1;1;2;2156
ESENYURT;TURGUT ÖZAL;181502;19;48;190;329;34;19;93;174;1;1;2;2275
ESENYURT;ÜÇEVLER;181496;13;40;196;413;30;16;82;163;0;0;1;2031
ESENYURT;YENİKENT;40860;16;46;217;411;27;15;73;142;0;0;1;1788
ESENYURT;YEŞİLKENT;40866;13;41;185;354;36;20;101;199;1;1;3;1799
ESENYURT;YUNUS EMRE;181506;18;58;243;384;28;15;78;149;0;0;1;1948
ESENYURT;ZAFER;181500;7;20;85;172;17;9;47;89;1;1;2;804
EYÜP;AĞAÇLI;191741;1;4;20;52;0;0;0;0;0;0;0;23
EYÜP;AKPINAR;191743;4;10;30;65;0;0;2;3;0;0;0;48
EYÜP;AKŞEMSETTİN;40358;4;18;107;402;3;2;14;38;0;1;1;768
EYÜP;ALİBEYKÖY;40359;19;49;203;397;9;6;26;52;0;1;1;620
EYÜP;ÇIRÇIR;40360;7;26;148;452;2;1;13;30;0;0;1;701
EYÜP;ÇİFTALAN;191745;1;3;7;16;0;0;0;0;0;0;0;11
EYÜP;DEFTERDAR;40361;29;59;207;289;15;10;37;70;0;1;1;515
EYÜP;DÜĞMECİLER;40362;14;37;183;340;14;9;39;77;0;0;1;1229
EYÜP;EMNİYETTEPE;40363;10;25;108;240;5;3;15;30;0;0;1;436
EYÜP;ESENTEPE;40364;10;30;137;341;5;4;17;37;0;0;1;822
EYÜP;GÖKTÜRK MERKEZ;40379;15;64;321;745;6;1;31;76;1;1;2;1564
EYÜP;GÜZELTEPE;40366;16;43;211;532;9;6;29;62;1;1;1;1175
